1,id,id
2,Płeć,gender
3,Rok.urodzenia,birth
4,Stan.cywilny,marital
5,Czy.mieszka.Pan..i.w.Warszawie.,Wwa
6,W.której.z.warszawskich.dzielnic.obecnie.Pan..i.mieszka.,district
7,Jak.długo.mieszka.Pan..i.w.Warszawie.,timeWwa
8,Czy.ma.Pan..i.dzieci.,children
9,Czy.posiada.Pan..i.psa.,dog
10,Jakie.posiada.Pan..i.wykształcenie,edu
11,Jaki.kierunek.Pan..i.studiuje..lub.studiował..a.,eduprog
12,Czy.obecnie.Pan..i.studiuje.lub.uczy.się.w.pełnym.wymiarze.,edutime
13,Czy.obecnie.Pan..i.pracuje.,work
14,Które.z.podanych.niżej.określeń.najlepiej.odpowiada.wymiarowi.wykonywanej.przez.Pana..ią.pracy.,worktime
15,Jaki.zawód.Pan..i.wykonuje.,occup
16,Jakie.jest.wykształcenie.Pana..i.ojca,fatheredu
17,Jakie.jest.wykształcenie.Pana..i.matki,motheredu
18,Proszę.wskazać.najwyższy.poziom.wykształcenia.otrzymany.przez.któregokolwiek.z.dziadków...babć,grandedu
19,Jakie.są.Pana..i.miesięczne.przychody.,income
20,Jak.ocena.Pan..i.swój.standard.życia,lifestd
21,Ile.posiada.Pan..i.samochodów.,cars
22,W.jakim.rodzaju.mieszkania..domu..Pan..i.mieszka.,hometype
23,Jaki.jest.status.mieszkania..domu...który.obecnie.Pan..i.zajmuje.,homestatus
24,Czy.posiada.Pan..i.telewizor.,tv
25,Czy.posiada.Pan..i.komputer.osobisty.,pc
26,Czy.posiada.Pan..i.tablet.,tablet
27,Jak.często.korzysta.Pan..i.z.internetu.,internet
28,W.jakim.celu.najczęściej.korzysta.Pan..i.z.internetu.,internetuse
29,Przeciętnie.ile.godzin.w.ciągu.normalnego.dnia.tygodnia.ogląda.Pan..i.telewizję.,tvtime
30,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.typy.programów.telewizyjnych...Programy.rozrywkowe.lub.kanały.muzyczne.,tv.a1
31,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.typy.programów.telewizyjnych...Programy.sportowe.,tv.a2
32,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.typy.programów.telewizyjnych...Wiadomości.i.serwisy.informacyjne.,tv.a3
33,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.typy.programów.telewizyjnych...Seriale.,tv.a4
34,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.typy.programów.telewizyjnych...Programy.lokalne...wiadomości.z.miasta..regionu.itp..,tv.a5
35,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.typy.programów.telewizyjnych...Programy.typu.reality.show.,tv.a6
36,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.typy.programów.telewizyjnych...Filmy.,tv.a7
37,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.typy.programów.telewizyjnych...Programy.edukacyjne.lub.kulturalne.,tv.a8
38,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.kanały.telewizyjne...TVP.,tv.b1
39,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.kanały.telewizyjne...TVN.,tv.b2
40,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.kanały.telewizyjne...Polsat.,tv.b3
41,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.kanały.telewizyjne...TV.Trwam.,tv.b4
42,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.kanały.telewizyjne...TVN24.,tv.b5
43,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.kanały.telewizyjne...TV.Republika.,tv.b6
44,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.kanały.telewizyjne...TVP.Historia.,tv.b7
45,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.kanały.telewizyjne...TVN.Style.,tv.b8
46,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.kanały.telewizyjne...Polsat.Sport.,tv.b9
47,Jak.często.ogląda.Pan..i.filmy.,moviefreq
48,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.filmowe...Kino.artystyczne...eksperymentalne.,movie.a1
49,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.filmowe...Kreskówki...animacje.,movie.a2
50,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.filmowe...Dramaty.obyczajowe.,movie.a3
51,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.filmowe...Filmy.kostiumowe...kino.historyczne.,movie.a4
52,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.filmowe...Fantasy...science.fiction.,movie.a5
53,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.filmowe...Komedie.romantyczne.,movie.a6
54,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.filmowe...Musicale.,movie.a7
55,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.filmowe...Kryminały...film.noir.,movie.a8
56,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.filmowe...Komedie.,movie.a9
57,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.filmowe...Kino.akcji...kino.wojenne.,movie.a10
58,Ile.filmów.obejrzał..a.Pan..i.w.ciągu.ostatnich.trzydziestu.dni.,movie30
59,Jak.często.czyta.Pan..i.książki.,bookfreq
60,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.książek...Pamiętniki...biografie...książki.historyczne.,book.a1
61,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.książek...Literatura.fantasy...science.fiction.,book.a2
62,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.książek...Literaturę.przygodową...młodzieżową.,book.a3
63,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.książek...Literatura.piękna..klasyczny.kanon.literacki..,book.a4
64,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.książek...Literatura.współczesna.,book.a5
65,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.książek...Poradniki.,book.a6
66,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.książek...Poezja.,book.a7
67,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.książek...Powieści.kryminalne...sensacyjne.,book.a8
68,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.książek...Książki.naukowe...popularno.naukowe.,book.a9
69,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.książek...Książki.podróżnicze...przewodniki.,book.a10
70,Ile.książek.przeczytał..a.Pan..i.w.ciągu.ostatnich.12.miesięcy.,book12
71,Jak.często.czyta.Pan..i.prasę.,pressfreq
72,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.prasy...Prasę.popularno.naukową.,press.a1
73,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.prasy...Czasopisma.hobbystyczne...branżowe.,press.a2
74,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.prasy...Czasopisma.kulturalne.lifestyle.owe.,press.a3
75,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.prasy...Tygodniki.opinii.,press.a4
76,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.prasy...Prasę.lokalną.,press.a5
77,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.prasy...Prasa.codzienna.,press.a6
78,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.rodzaje.prasy...Tabloidy.,press.a7
79,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.tytuły.prasowe...Newsweek.,press.b1
80,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.tytuły.prasowe...Rzeczpospolita.,press.b2
81,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.tytuły.prasowe...Focus.,press.b3
82,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.tytuły.prasowe...Gazeta.Polska.,press.b4
83,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.tytuły.prasowe...Do.Rzeczy.,press.b5
84,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.tytuły.prasowe...Gazeta.Wyborcza.,press.b6
85,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.tytuły.prasowe...Uważam.Rze.,press.b7
86,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.tytuły.prasowe...Wprost.,press.b8
87,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.tytuły.prasowe...Polityka.,press.b9
88,Jak.bardzo.lubi.Pan..i.wymienione.poniżej.tytuły.prasowe...Forbes.,press.b10
89,Jak.często.słucha.Pan..i.muzyki.,musicfreq
90,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Indie.,music.a1
91,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Heavy.Metal.,music.a2
92,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Blues.,music.a3
93,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...House.,music.a4
94,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Muzyka.elektroniczna.,music.a5
95,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Reggae.,music.a6
96,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Techno.,music.a7
97,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Współczesna.muzyka.poważna.,music.a8
98,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Hip.hop.,music.a9
99,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Jazz.,music.a10
100,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Pop.,music.a11
101,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Muzyka.etniczna...folkowa.,music.a12
102,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Muzyka.klasyczna.,music.a13
103,Jak.bardzo.lubi.Pan..i.wymienione.niżej.gatunki.muzyczne...Rock.,music.a14
104,Jak.często.chodzi.Pan..i.do.teatru.,theater
105,Jak.często.chodzi.Pan..i.do.opery.,opera
106,Jak.często.chodzi.Pan..i.do.kina.,cinema
107,Jak.często.chodzi.Pan..i.na.wystawy.lub.do.galerii.sztuki.albo.muzeum.,art
108,Jak.często.chodzi.Pan..i.na.koncerty.,livemusic
109,Jak.często.chodzi.Pan..i.na.imprezy.klubowe.,club
110,Jak.często.chodzi.Pan..i.na.wydarzenia.sportowe..mecze..wyścigi.itp...,sportshow
111,W.jakim.stopniu.jest.Pan..i.zainteresowany..a.sportem.,sportint
112,W.jakim.stopniu.jest.Pan..i.zainteresowany..a.piłką.nożną,football
113,Jak.często.uprawia.Pan..i.sport.,trainfreq
114,Jaką.formę.sportu.najczęściej.Pan..i.uprawia.,trainfav
115,Ile.w.przybliżeniu.ma.Pan..i.książek.w.swoim.domu.,bookquant
116,Ile.w.przybliżeniu.ma.Pan..i.płyt.CD.bądź.płyt.winylowych.z.muzyką.w.swoim.domu.,cdquant
117,Ile.w.przybliżeniu.ma.Pan..i.obrazów..rzeźb.bądź.innych.dzieł.sztuki.w.swoim.domu.,artquant
118,Czy.w.ciągu.ostatnich.12.miesięcy.uczestniczył..a.Pan..i.w.którymś.z.poniższych...Podpisanie.petycji.,socact1
119,Czy.w.ciągu.ostatnich.12.miesięcy.uczestniczył..a.Pan..i.w.którymś.z.poniższych...Zorganizowanie.protestu.,socact2
120,Czy.w.ciągu.ostatnich.12.miesięcy.uczestniczył..a.Pan..i.w.którymś.z.poniższych...Uczestnictwo.w.akcji.protestacyjnej..demonstracji.itp...,socact3
121,Czy.w.ciągu.ostatnich.12.miesięcy.uczestniczył..a.Pan..i.w.którymś.z.poniższych...Podjęcie.działania..samodzielnie.bądź.z.innymi..na.rzecz.swojego.miejsca.zmieszkania..miasta..dzielnicy..osiedla.itd...,socact4
122,Czy.w.ciągu.ostatnich.12.miesięcy.uczestniczył..a.Pan..i.w.którymś.z.poniższych...Podjęcie.działania..samodzielnie.bądź.z.innymi..na.rzecz.swojego.miejsca.pracy.bądź.edukacji.,socact5
123,Czy.w.ciągu.ostatnich.12.miesięcy.uczestniczył..a.Pan..i.w.którymś.z.poniższych...Wolontariat.,socact6
124,Czy.działa.Pan..i.aktywnie.w.jakichś.organizacjach...Partii.politycznej.,socact7
125,Czy.działa.Pan..i.aktywnie.w.jakichś.organizacjach...Strukturach.samorządowych.,socact8
126,Czy.działa.Pan..i.aktywnie.w.jakichś.organizacjach...Organizacjach.pozarządowych.,socact9
127,Czy.działa.Pan..i.aktywnie.w.jakichś.organizacjach...Organizacji.lokalnej...komitecie.osiedlowym...komitecie.rodzicielskim.w.szkole.,socact10
128,Czy.działa.Pan..i.aktywnie.w.jakichś.organizacjach...Związku.zawodowym.,socact11
129,Czy.działa.Pan..i.aktywnie.w.jakichś.organizacjach...Parafii...organizacji.kościelnej...religijnej.,socact12
130,Czy.działa.Pan..i.aktywnie.w.jakichś.organizacjach...Stowarzyszeniu.związanym.z.określonym.hobby.,socact13
131,Czy.działa.Pan..i.aktywnie.w.jakichś.organizacjach...Stowarzyszeniu...klubie.sportowym.,socact14
132,Czy.zna.Pan..i.osobę..która...Kto.posiada.doktorat..,scknow1
133,Czy.zna.Pan..i.osobę..która...Pracuje.w.redakcji.gazety...telewizji...radia..,scknow2
134,Czy.zna.Pan..i.osobę..która...Ma.wysoko.postawione.stanowisko.w.dużej.firmie.lub.przedsiębiorstwie..,scknow3
135,Czy.zna.Pan..i.osobę..która...Potrafi.naprawiać.sprzęty.domowe...,scknow4
136,Czy.zna.Pan..i.osobę..która...Kto.zarabia.ponad.8000.złotych.miesięcznie..,scknow5
137,Czy.zna.Pan..i.osobę..która...Potrafi.założyć.stronę.internetową..,scknow6
138,Czy.zna.Pan..i.osobę..która...Potrafi.naprawić.samochód..rower.itp...,scknow7
139,Czy.zna.Pan..i.osobę..która...Jest.urzędnikiem.państwowym..,scknow8
140,Czy.zna.Pan..i.osobę..która...Jest.muzykiem....gra.w.zespole...jest.DJ.em..,scknow9
141,Czy.zna.Pan..i.osobę..która...Regularnie.spędza.urlop.za.granicą..,scknow10
142,Czy.zna.Pan..i.osobę..która...Biegle.posługuje.się.przynajmniej.jednym.językiem.obcym..,scknow11
143,Czy.zna.Pan..i.osobę..która...Działa.na.rzecz.partii.politycznej..,scknow12
144,Czy.zna.Pan..i.osobę..która...Prowadzi.własną.firmę..która.zatrudnia.pracowników..,scknow13
145,Czy.zna.Pan..i.osobę..która...Zna.osobiście.osoby.rozpoznawalne.z.gazet..radia.lub.telewizji..,scknow14
146,Czy.zna.Pan..i.osobę..która...Kto.zna.się.dobrze.na.sztuce.bądź.literaturze..,scknow15
147,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Podyskutowanie..na.którą.partię.polityczną.zamierza.Pan...Pani.głosować.,schelp1
148,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...W.razie.problemów.z.komputerem.,schelp2
149,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Porozmawiać.na.tematy.osobiste.,schelp3
150,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Poradę.prawną.,schelp4
151,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Poradę.w.sprawie.konfliktu.w.pracy...szkole.,schelp5
152,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Załatwienie.pracy.dorywczej.,schelp6
153,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Porada.w.kwestiach.zdrowotnych.,schelp7
154,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Pomoc.przy.przeprowadzce.,schelp8
155,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Polecenie.dobrej.ksiązki..filmu..czy.sztuki.teatralnej.,schelp9
156,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Napisanie.dobrych.referencji.przy.aplikowaniu.o.pracę.,schelp10
157,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Wspólny.wypad.do.klubu.lub.na.koncert.,schelp11
158,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Przenocowanie.przez.kilka.dni.w.razie.nagłej.potrzeby.,schelp12
159,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...O.pomoc.w.codziennych.obowiązkach.w.przypadku.choroby.,schelp13
160,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Pożyczkę.większej.sumy.pieniędzy..np..kilku.tysięcy.złotych.,schelp14
161,Gdyby.był..a.Pan..ii.w.potrzebie..to.czy.ma.Pan..i.kogoś..kogo.można.poprosić.o.pomoc.w.następujących.sprawach...Przechowanie.zapasowych.kluczy.do.domu.,schelp15
162,X.Tęsknię.gdy.długo.mnie.nie.ma.w.Warszawie.,attgen1
163,X.W.Warszawie.czuję.się.obco.,attgen2
164,X.Chciał.a.bym.się.wyprowadzić.z.Warszawy.,attgen3
165,X.Jestem.tu.zakorzeniony..a.,attgen4
166,X.Mam.ochotę.angażować.się.w.sprawy.Warszawy.,attgen5
167,X..Chciał.a.bym..żeby.w.przyszłości.moi.bliscy.mieszkali..w.Warszawie.,attgen6
168,X.Warszawa.jest.częścią.mnie.,attgen7
169,X.Jestem.dumny..a.z.Warszawy.,attgen8
170,X.W.Warszawie.czuję.się.bezpiecznie.,attgen9
171,X..Ważniejsze.jest.dla.mnie..jak.mieszkam..niż.gdzie.mieszkam.,attmult1
172,X..Warszawa.ma.dla.mnie.wiele.zalet..ale.gdybym.znalazł.lepsze.miejsce..to.bym.się.przeprowadził..a.,attmult2
173,X.Często.fotografuję.różne.miejsca.w.Warszawie.,attmult3
174,X..Znam.Warszawę.tak.dobrze..że.rozpoznał.a.bym.ją.na.fotografiach.z.różnych.okresów.jej.istnienia.,attmult4
175,X.Nawet.jeżeli.gdzieś.są.lepsze.miejsca.to.ja.i.tak.stąd.się.nie.ruszę.,attmult5
176,X.Lubię.włóczyć.się.po.Warszawie.i.odkrywać.nieznane.mi.dotąd.miejsca.,attmult6
177,X..Miejsce.człowieka.jest.tam..gdzie.groby.jego.przodków.,attmult7
178,X.Warszawa.jest.na.stałe.związana.z.moją.rodziną.,attmult8
179,X.Chętnie.oprowadzam.moich.gości.po.Warszawie.,attmult9
180,X..Nie.wyobrażam.sobie..żebym.mógł..a.kiedykolwiek.wyjechać.na.stałe.z..Warszawy.,attmult10
181,X.Mieszkanie.w.Warszawie.to.wynik.mojego.świadomego.wyboru.,attmult11
182,X.Równie.dobrze.mógł.a.bym.mieszkać.w.Warszawie.jak.i.w.każdym.innym.mieście.,attmult12
183,X.Człowiek.nie.powinien.przywiązywać.się.do.żadnego.miejsca.,attmult13
184,X.Co.pewien.czas.odkrywam.Warszawę.na.nowo.,attmult14
185,X..Nigdy.nie.zastanawiałem..am.się..czy.mieszkanie.gdzie.indziej.mogłoby.być.lepsze.,attmult15
186,X.Lubię.śledzić.zmiany.zachodzące.w.Warszawie.,attmult16
187,X..Nie.jest.dla.mnie.ważne..gdzie.mieszkam.,attmult17
188,X..Jest.wiele.miejsca.na.świecie.i.w.Polsce..gdzie.mógł.a.bym.mieszkać.,attmult18
189,Miejsce.nr.1,p1
190,Jak.często.bywa.Pan..i.w.tym.miejscu.,p1freq
191,Miejsce.nr.2,p2
192,Jak.często.bywa.Pan..i.w.tym.miejscu..1,p2freq
193,Miejsce.nr.3,p3
194,Jak.często.bywa.Pan..i.w.tym.miejscu..2,p3freq
195,Miejsce.nr.4,p4
196,Jak.często.bywa.Pan..i.w.tym.miejscu..3,p4freq
197,Miejsce.nr.5,p5
198,Jak.często.bywa.Pan..i.w.tym.miejscu..4,p5freq
199,Miejsce.nr.6,p6
200,Jak.często.bywa.Pan..i.w.tym.miejscu..5,p6freq
201,Miejsce.nr.7,p7
202,Jak.często.bywa.Pan..i.w.tym.miejscu..6,p7freq
203,Miejsce.nr.8,p8
204,Jak.często.bywa.Pan..i.w.tym.miejscu..7,p8freq
205,Miejsce.nr.9,p9
206,Jak.często.bywa.Pan..i.w.tym.miejscu..8,p9freq
207,Miejsce.nr.10,p10
208,Jak.często.bywa.Pan..i.w.tym.miejscu,p10freq
209,Miejsce.nr.11,p11
210,Jak.często.bywa.Pan..i.w.tym.miejscu.1,p11freq
211,Miejsce.nr.12,p12
212,Jak.często.bywa.Pan..i.w.tym.miejscu.2,p12freq
213,Miejsce.nr.13,p13
214,Jak.często.bywa.Pan..i.w.tym.miejscu.3,p13freq
215,Miejsce.nr.14,p14
216,Jak.często.bywa.Pan..i.w.tym.miejscu.4,p14freq
217,Miejsce.nr.15,p15
218,Jak.często.bywa.Pan..i.w.tym.miejscu.5,p15freq
219,Miejsce.nr.16,p16
220,Jak.często.bywa.Pan..i.w.tym.miejscu.6,p16freq
221,Miejsce.nr.17,p17
222,Jak.często.bywa.Pan..i.w.tym.miejscu.7,p17freq
223,Miejsce.nr.18,p18
224,Jak.często.bywa.Pan..i.w.tym.miejscu.8,p18freq
225,Miejsce.nr.19,p19
226,Jak.często.bywa.Pan..i.w.tym.miejscu.9,p19freq
